ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	VALUE	MORPHEMES	NOTE	DESEGMENTED
2469	kʰ ɔ.ʔ ²¹	184	2219	mango	SouthernPao	khɔɁ²¹	kʰ ɔ ʔ ²¹	khɔɁ²¹			kʰ ɔ.ʔ ²¹
2753	kʰ u.ʔ ²¹	184	2219	mango	SouthernPwo	khuɁ²¹	kʰ u ʔ ²¹	khuɁ²¹			kʰ u.ʔ ²¹
3053	kʰ o.ʔ ²¹	184	2219	mango	SouthernSgaw	khoɁ²¹	kʰ o ʔ ²¹	khoɁ²¹			kʰ o.ʔ ²¹
189	ʔ a ᴬ/⁵⁵	185	2230	many, much	ProtoKaren	*Ɂaᴬ	ʔ a ⁵⁵	*Ɂaᴬ			ʔ a ⁵⁵
715	ʔ !a/e ³³	185	2230	many, much	Kayah	Ɂa³³	ʔ e ³³	Ɂa³³			ʔ e ³³
1007	ʔ a ⁵³	185	2230	many, much	Kayan	Ɂa⁵³	ʔ a ⁵³	Ɂa⁵³			ʔ a ⁵³
1605	ʔ a Ø/ɦ.³¹	185	2230	many, much	NorthernPao	Ɂa³¹̈	ʔ a ɦ ³¹	Ɂa³¹ ̈			ʔ a ɦ.³¹
1893	ʔ a ³³	185	2230	many, much	NorthernPwo	Ɂa³³	ʔ a ³³	Ɂa³³			ʔ a ³³
2185	ʔ a ³³	185	2230	many, much	NorthernSgaw	Ɂa³³	ʔ a ³³	Ɂa³³			ʔ a ³³
2470	ʔ a Ø/ɦ.³¹	185	2230	many, much	SouthernPao	Ɂa³¹̈	ʔ a ɦ ³¹	Ɂa³¹ ̈			ʔ a ɦ.³¹
2754	ʔ a ⁵⁵	185	2230	many, much	SouthernPwo	Ɂa⁵⁵	ʔ a ⁵⁵	Ɂa⁵⁵			ʔ a ⁵⁵
3054	ʔ a ⁵⁵	185	2230	many, much	SouthernSgaw	Ɂa⁵⁵	ʔ a ⁵⁵	Ɂa⁵⁵			ʔ a ⁵⁵
3320	- ɔ ³³ + - ɛ ³³	185	2232 2230	many, much	WesternBwe	ɔ³³ɛ³³	ɔ ³³ + ɛ ³³	ɔ³³ɛ³³			ɔ ³³ + ɛ ³³
190	kʰ.l ɔ ᴮ/¹¹	186	2243	mat	ProtoKaren	*khlɔᴮ	kʰ l ɔ ¹¹	*khlɔᴮ			kʰ.l ɔ ¹¹
1606	kʰ.l au ⁵⁵	186	2243	mat	NorthernPao	khlau⁵⁵	kʰ l au ⁵⁵	khlau⁵⁵			kʰ.l au ⁵⁵
1894	kʰ.l ɔ ³³	186	2243	mat	NorthernPwo	khlɔ³³	kʰ l ɔ ³³	khlɔ³³			kʰ.l ɔ ³³
2186	kʰ.l ɔ̃/ɔ ³¹	186	2243	mat	NorthernSgaw	khlɔ³¹῀	kʰ l ɔ ³¹	khlɔ³¹῀			kʰ.l ɔ ³¹
2471	kʰ.l au ³³	186	2243	mat	SouthernPao	khlau³³	kʰ l au ³³	khlau³³			kʰ.l au ³³
2755	kʰ.l ɔ ⁵⁵	186	2243	mat	SouthernPwo	khlɔ⁵⁵	kʰ l ɔ ⁵⁵	khlɔ⁵⁵			kʰ.l ɔ ⁵⁵
3055	kʰ.l ɔ ⁴⁵	186	2243	mat	SouthernSgaw	khlɔ⁴⁵’	kʰ l ɔ ⁴⁵	khlɔ⁴⁵’			kʰ.l ɔ ⁴⁵
3321	kʰ.l o ³³	186	2243	mat	WesternBwe	khlo³³	kʰ l o ³³	khlo³³			kʰ.l o ³³
192	k|s/k Ø/ə Ø/⁰ + w ɛi ᴬᴮ/⁵⁵	187	2254 2255	milipede	ProtoKaren	*k|s-wɛjᴬ|ᴮ	k ə ⁰ + w ɛi ⁵⁵	*k/s-wɛjᴬ/ᴮ			k ə ⁰ + w ɛi ⁵⁵
716	s i ⁵⁵ + k ɔ ⁵⁵ + w i ¹¹	187	2253 2254 2255	milipede	Kayah	si⁵⁵kɔ⁵⁵wi¹¹	s i ⁵⁵ + k ɔ ⁵⁵ + w i ¹¹	si⁵⁵kɔ⁵⁵wi¹¹			s i ⁵⁵ + k ɔ ⁵⁵ + w i ¹¹
1008	θ a.ʔ ²¹ + k ə ¹¹ + w i ³³	187	2253 2254 2255	milipede	Kayan	θaɁ²¹kə¹¹wi³³	θ a ʔ ²¹ + k ə ¹¹ + w i ³³	θaɁ²¹kə¹¹wi³³			θ a.ʔ ²¹ + k ə ¹¹ + w i ³³
1311	t e ¹¹ + w e ³³	187	13 2255	milipede	Kayaw	te¹¹we³³	t e ¹¹ + w e ³³	te¹¹we³³			t e ¹¹ + w e ³³
1607	!c/k ɔ ⁵⁵ + w ɛ ³³	187	2254 2255	milipede	NorthernPao	cɔ⁵⁵wɛ³³	k ɔ ⁵⁵ + w ɛ ³³	cɔ⁵⁵wɛ³³			k ɔ ⁵⁵ + w ɛ ³³
1895	w ai Ø/ɦ.¹¹	187	2255	milipede	NorthernPwo	wai¹¹̈	w ai ɦ ¹¹	wai¹¹ ̈			w ai ɦ.¹¹
2187	s i.ʔ ⁴⁵ + w ɔ ¹¹ + d e ³³	187	2253 2255 12	milipede	NorthernSgaw	siɁ⁴⁵wɔ¹¹_de³³	s i ʔ ⁴⁵ + w ɔ ¹¹ + d e ³³	siɁ⁴⁵wɔ¹¹ de³³			s i.ʔ ⁴⁵ + w ɔ ¹¹ + d e ³³
2472	!c/k ɔ ¹¹ + w ɛ ⁵³	187	2254 2255	milipede	SouthernPao	cɔ¹¹wɛ⁵³	k ɔ ¹¹ + w ɛ ⁵³	cɔ¹¹wɛ⁵³			k ɔ ¹¹ + w ɛ ⁵³
2756	w ai Ø/ɦ.³¹	187	2255	milipede	SouthernPwo	wai³¹̈	w ai ɦ ³¹	wai³¹ ̈			w ai ɦ.³¹
3056	s i ⁵⁵ + w a ³¹ + d e ⁵⁵	187	2253 2255 12	milipede	SouthernSgaw	si⁵⁵wa³¹de⁵⁵	s i ⁵⁵ + w a ³¹ + d e ⁵⁵	si⁵⁵wa³¹de⁵⁵			s i ⁵⁵ + w a ³¹ + d e ⁵⁵
194	w i ᴬ/⁵⁵	188	2279	mole	ProtoKaren	*wiᴬ	w i ⁵⁵	*(jowᴮ)wiᴬ	mole		w i ⁵⁵
717	j o ¹¹ + w i ¹¹	188	2349 2279	mole	Kayah	jo¹¹wi¹¹	j o ¹¹ + w i ¹¹	jo¹¹wi¹¹	muroid mole		j o ¹¹ + w i ¹¹
1312	j u ¹¹ + w i ³³	188	2349 2279	mole	Kayaw	ju¹¹wi³³	j u ¹¹ + w i ³³	ju¹¹wi³³	muroid mole		j u ¹¹ + w i ³³
1608	j u ⁵³ + w i ³³	188	2349 2279	mole	NorthernPao	ju⁵³wi³³	j u ⁵³ + w i ³³	ju⁵³wi³³	muroid mole		j u ⁵³ + w i ³³
1896	w ei ⁵⁵	188	2279	mole	NorthernPwo	wei⁵⁵	w ei ⁵⁵	wei⁵⁵	mole		w ei ⁵⁵
2188	w i ³³	188	2279	mole	NorthernSgaw	wi³³	w i ³³	wi³³	mole		w i ³³
2473	j u ⁵⁵ + w i ⁵³	188	2349 2279	mole	SouthernPao	ju⁵⁵wi⁵³	j u ⁵⁵ + w i ⁵³	ju⁵⁵wi⁵³	muroid mole		j u ⁵⁵ + w i ⁵³
2757	w ei Ø/ɦ.³¹	188	2279	mole	SouthernPwo	wei³¹̈	w ei ɦ ³¹	wei³¹ ̈	mole		w ei ɦ.³¹
3057	w i ³³	188	2279	mole	SouthernSgaw	wi³³	w i ³³	wi³³	mole		w i ³³
3322	w i ³³	188	2279	mole	WesternBwe	wi³³	w i ³³	wi³³	mole		w i ³³
195	hr/r̥ u.n ᴬ/⁵⁵	189	2294	money	ProtoKaren	*hrunᴬ	r̥ u n ⁵⁵	*hrunᴬ			r̥ u.n ⁵⁵
718	r ɨ ³³	189	2294	money	Kayah	rɨ³³	r ɨ ³³	rɨ³³			r ɨ ³³
1009	r.w a.ŋ ⁵³	189	2294	money	Kayan	rwaŋ⁵³	r w a ŋ ⁵³	rwaŋ⁵³			r.w a.ŋ ⁵³
1313	r u ⁵⁵	189	2294	money	Kayaw	ru⁵⁵	r u ⁵⁵	ru⁵⁵			r u ⁵⁵
1609	r ə.ŋ ɦ.³¹	189	2294	money	NorthernPao	rən³¹̈	r ə ŋ ɦ ³¹	rən³¹ ̈			r ə.ŋ ɦ.³¹
2474	r.u/w ə.n ³¹	189	2294	money	SouthernPao	ruə̯n³¹̈	r w ə n ³¹	ruə̯ n³¹ ̈			r.w ə.n ³¹
3323	h ʊ ⁵⁵	189	2295	money	WesternBwe	hʊ⁵⁵	h ʊ ⁵⁵	hʊ⁵⁵			h ʊ ⁵⁵
196	!kʰw/kʰ o.ʔ/ʔ̚ ᴰ/⁵¹	190	2302	monitor lizard (land~)	ProtoKaren	*khwoɁᴰ	kʰ o ʔ̚ ⁵¹	*khwoɁᴰ			kʰ o.ʔ̚ ⁵¹
719	!kʰw/kʰ ɔ ⁵⁵	190	2302	monitor lizard (land~)	Kayah	khwɔ⁵⁵	kʰ ɔ ⁵⁵	khwɔ⁵⁵			kʰ ɔ ⁵⁵
1010	r e ³³ + kʰ ɔ.ʔ ⁴⁵	190	2303 2302	monitor lizard (land~)	Kayan	re³³khɔɁ⁴⁵	r e ³³ + kʰ ɔ ʔ ⁴⁵	re³³khɔɁ⁴⁵			r e ³³ + kʰ ɔ.ʔ ⁴⁵
1897	kʰ au.ʔ ⁴⁵	190	2302	monitor lizard (land~)	NorthernPwo	khauɁ⁴⁵	kʰ au ʔ ⁴⁵	khauɁ⁴⁵			kʰ au.ʔ ⁴⁵
2189	kʰ u.ʔ ⁴⁵	190	2302	monitor lizard (land~)	NorthernSgaw	khuɁ⁴⁵	kʰ u ʔ ⁴⁵	khuɁ⁴⁵			kʰ u.ʔ ⁴⁵
2758	kʰ ɔu.ʔ ³¹	190	2302	monitor lizard (land~)	SouthernPwo	khɔuɁ³¹	kʰ ɔu ʔ ³¹	khɔuɁ³¹			kʰ ɔu.ʔ ³¹
3058	kʰ ɔu.ʔ ²¹	190	2302	monitor lizard (land~)	SouthernSgaw	khɔuɁ²¹	kʰ ɔu ʔ ²¹	khɔuɁ²¹			kʰ ɔu.ʔ ²¹
197	t.r e ᴬ/⁵⁵	191	2311	monitor lizard (water~)	ProtoKaren	*treᴬ	t r e ⁵⁵	*treᴬ			t.r e ⁵⁵
720	r e ³³	191	2311	monitor lizard (water~)	Kayah	re³³	r e ³³	re³³			r e ³³
1314	t.r e ⁵⁵	191	2311	monitor lizard (water~)	Kayaw	tre⁵⁵	t r e ⁵⁵	tre⁵⁵~te⁵⁵re⁵⁵			t.r e ⁵⁵
2190	k.r e.ʔ ⁴⁵	191	2312	monitor lizard (water~)	NorthernSgaw	kreɁ⁴⁵	k r e ʔ ⁴⁵	kreɁ⁴⁵			k.r e.ʔ ⁴⁵
2759	ɣ e̤i ³¹	191	2311	monitor lizard (water~)	SouthernPwo	ɣei³¹̈	ɣ e̤i ³¹	ɣei³¹ ̈			ɣ e̤i ³¹
3059	r e ⁵⁵	191	2311	monitor lizard (water~)	SouthernSgaw	re⁵⁵	r e ⁵⁵	re⁵⁵			r e ⁵⁵
3324	t.r e ⁵⁵	191	2311	monitor lizard (water~)	WesternBwe	tre⁵⁵	t r e ⁵⁵	tre⁵⁵			t.r e ⁵⁵
198	j o.ʔ/ʔ̚ ᴰ/⁵¹	192	2320	monkey	ProtoKaren	*joɁᴰ	j o ʔ̚ ⁵¹	*joɁᴰ			j o.ʔ̚ ⁵¹
721	j ɔ ³³	192	2320	monkey	Kayah	jɔ³³	j ɔ ³³	jɔ³³			j ɔ ³³
1011	j ɔ.ʔ ²¹	192	2320	monkey	Kayan	jɔɁ²¹	j ɔ ʔ ²¹	jɔɁ²¹			j ɔ.ʔ ²¹
1315	j ə ³³	192	2320	monkey	Kayaw	jə³³	j ə ³³	jə³³			j ə ³³
1610	j o.ʔ ⁴⁵	192	2320	monkey	NorthernPao	joɁ⁴⁵	j o ʔ ⁴⁵	joɁ⁴⁵			j o.ʔ ⁴⁵
2475	j u.ʔ ⁴⁵	192	2320	monkey	SouthernPao	juɁ⁴⁵	j u ʔ ⁴⁵	juɁ⁴⁵			j u.ʔ ⁴⁵
3325	j o ¹¹	192	2320	monkey	WesternBwe	jo¹¹	j o ¹¹	jo¹¹			j o ¹¹
199	ˀl a ᴬ/⁵⁵	193	2328	moon, month	ProtoKaren	*Ɂlaᴬ	ˀl a ⁵⁵	*Ɂlaᴬ			ˀl a ⁵⁵
722	l e ³³	193	2328	moon, month	Kayah	le³³	l e ³³	le³³			l e ³³
1012	l a ⁵³	193	2328	moon, month	Kayan	la⁵³	l a ⁵³	la⁵³			l a ⁵³
1316	l a ⁵⁵	193	2328	moon, month	Kayaw	la⁵⁵	l a ⁵⁵	la⁵⁵			l a ⁵⁵
1611	l a Ø/ɦ.³¹	193	2328	moon, month	NorthernPao	la³¹̈	l a ɦ ³¹	la³¹ ̈			l a ɦ.³¹
1898	l a ⁵⁵	193	2328	moon, month	NorthernPwo	la⁵⁵	l a ⁵⁵	la⁵⁵			l a ⁵⁵
2191	l a ³³	193	2328	moon, month	NorthernSgaw	la³³	l a ³³	la³³			l a ³³
2476	l a Ø/ɦ.³¹	193	2328	moon, month	SouthernPao	la³¹̈	l a ɦ ³¹	la³¹ ̈			l a ɦ.³¹
2760	l a Ø/ɦ.³¹	193	2328	moon, month	SouthernPwo	la³¹̈	l a ɦ ³¹	la³¹ ̈			l a ɦ.³¹
3060	l a ⁵⁵	193	2328	moon, month	SouthernSgaw	la⁵⁵	l a ⁵⁵	la⁵⁵			l a ⁵⁵
3326	l ɛ ⁵⁵	193	2328	moon, month	WesternBwe	lɛ⁵⁵	l ɛ ⁵⁵	lɛ⁵⁵			l ɛ ⁵⁵
200	m ə ᴮ/¹¹	194	2341	mother, female (of animals)	ProtoKaren	*məᴮ	m ə ¹¹	*məᴮ			m ə ¹¹
723	m o ¹¹	194	2341	mother, female (of animals)	Kayah	mo¹¹	m o ¹¹	mo¹¹			m o ¹¹
1013	m əɨ ¹¹	194	2341	mother, female (of animals)	Kayan	məɨ¹¹	m əɨ ¹¹	məɨ¹¹			m əɨ ¹¹
1317	m ə ¹¹	194	2341	mother, female (of animals)	Kayaw	mə¹¹	m ə ¹¹	mə¹¹			m ə ¹¹
1612	m ə ⁵³	194	2341	mother, female (of animals)	NorthernPao	mə⁵³	m ə ⁵³	mə⁵³			m ə ⁵³
2477	m ə ⁵⁵	194	2341	mother, female (of animals)	SouthernPao	mə⁵⁵	m ə ⁵⁵	mə⁵⁵			m ə ⁵⁵
3327	m o ³³	194	2341	mother, female (of animals)	WesternBwe	-_mo³³	m o ³³	- mo³³			m o ³³
201	j ou ᴮ/¹¹	195	2349	mouse, rat	ProtoKaren	*jowᴮ	j ou ¹¹	*jowᴮ	muroid		j ou ¹¹
724	j o ¹¹	195	2349	mouse, rat	Kayah	jo¹¹	j o ¹¹	jo¹¹	muroid		j o ¹¹
1014	ɟ u ¹¹	195	2349	mouse, rat	Kayan	Ɉu¹¹	ɟ u ¹¹	Ɉu¹¹	muroid		ɟ u ¹¹
1318	j u ¹¹	195	2349	mouse, rat	Kayaw	ju¹¹	j u ¹¹	ju¹¹	muroid		j u ¹¹
1613	j u ⁵³	195	2349	mouse, rat	NorthernPao	ju⁵³	j u ⁵³	ju⁵³	muroid		j u ⁵³
1899	j ou !Ø/ɦ.¹¹	195	2349	mouse, rat	NorthernPwo	jou¹¹	j ou ɦ ¹¹	jou¹¹	muroid		j ou ɦ.¹¹
2192	j ɨ ɦ.¹¹	195	2349	mouse, rat	NorthernSgaw	jɨ¹¹̈	j ɨ ɦ ¹¹	jɨ¹¹ ̈	muroid		j ɨ ɦ.¹¹
2478	j u ⁵⁵	195	2349	mouse, rat	SouthernPao	ju⁵⁵	j u ⁵⁵	ju⁵⁵	muroid		j u ⁵⁵
2761	j ou ³³	195	2349	mouse, rat	SouthernPwo	jou³³	j ou ³³	jou³³	muroid		j ou ³³
3061	j ɨ ³¹	195	2349	mouse, rat	SouthernSgaw	jɨ³¹	j ɨ ³¹	jɨ³¹	muroid		j ɨ ³¹
3328	j u !¹¹/³³	195	2349	mouse, rat	WesternBwe	ju¹¹	j u ³³	ju¹¹	muroid		j u ³³
202	s Ø/ə Ø/⁰ + r a.ɴ ᴮ/¹¹	196	2363 2362	mynah	ProtoKaren	*s-raNᴮ	s ə ⁰ + r a ɴ ¹¹	*s-raNᴮ			s ə ⁰ + r a.ɴ ¹¹
1015	r a.ŋ ¹¹	196	2362	mynah	Kayan	raŋ¹¹	r a ŋ ¹¹	raŋ¹¹			r a.ŋ ¹¹
1319	s a ¹¹ + r !a/ɔ ¹¹	196	2363 2362	mynah	Kayaw	sa¹¹ra¹¹	s a ¹¹ + r ɔ ¹¹	sa¹¹ra¹¹			s a ¹¹ + r ɔ ¹¹
1614	r a.n ⁵⁵	196	2362	mynah	NorthernPao	ran⁵⁵	r a n ⁵⁵	ran⁵⁵			r a.n ⁵⁵
2479	r a.n ³³	196	2362	mynah	SouthernPao	ran³³	r a n ³³	ran³³			r a.n ³³
3329	θ ə ³³ + r !ɛ/a ³³	196	2363 2362	mynah	WesternBwe	θə³³rɛ³³	θ ə ³³ + r a ³³	θə³³rɛ³³			θ ə ³³ + r a ³³
203	hm/m̥ ei ᴮ/¹¹	197	2372	nail	ProtoKaren	*hmejᴮ	m̥ ei ¹¹	*hmejᴮ			m̥ ei ¹¹
725	m ə ¹¹	197	2372	nail	Kayah	mə¹¹	m ə ¹¹	mə¹¹			m ə ¹¹
1016	m ɨ ¹¹	197	2372	nail	Kayan	mɨ¹¹	m ɨ ¹¹	mɨ¹¹	nail		m ɨ ¹¹
1320	m i ¹¹	197	2372	nail	Kayaw	mi¹¹	m i ¹¹	mi¹¹			m i ¹¹
1615	m i ⁵⁵	197	2372	nail	NorthernPao	mi⁵⁵	m i ⁵⁵	mi⁵⁵			m i ⁵⁵
1900	m ei ³³	197	2372	nail	NorthernPwo	mei³³	m ei ³³	mei³³			m ei ³³
2193	m ẽ/e ³¹	197	2372	nail	NorthernSgaw	me³¹῀	m e ³¹	me³¹῀			m e ³¹
2480	m i ³³	197	2372	nail	SouthernPao	mi³³	m i ³³	mi³³			m i ³³
2762	m ei ⁵⁵	197	2372	nail	SouthernPwo	mei⁵⁵	m ei ⁵⁵	mei⁵⁵			m ei ⁵⁵
3062	m i ⁴⁵	197	2372	nail	SouthernSgaw	mi⁴⁵’	m i ⁴⁵	mi⁴⁵’			m i ⁴⁵
3330	θ ə ⁵⁵ + m i ³³	197	1540 2372	nail	WesternBwe	θə⁵⁵mi³³	θ ə ⁵⁵ + m i ³³	θə⁵⁵mi³³	_-:prefix/the ?		θ ə ⁵⁵ + m i ³³
204	m i.n ᴬ/⁵⁵	198	2388	name	ProtoKaren	*minᴬ	m i n ⁵⁵	*minᴬ			m i.n ⁵⁵
726	m i ¹¹	198	2388	name	Kayah	mi¹¹	m i ¹¹	mi¹¹	name		m i ¹¹
1017	m.j ə.ŋ ³³	198	2388	name	Kayan	mjəŋ³³	m j ə ŋ ³³	mjəŋ³³			m.j ə.ŋ ³³
1321	m i ³³	198	2388	name	Kayaw	mi³³	m i ³³	mi³³			m i ³³
1616	m i.n ³³	198	2388	name	NorthernPao	min³³	m i n ³³	min³³			m i.n ³³
1901	m ãi ⁵⁵	198	2388	name	NorthernPwo	mãi⁵⁵	m ãi ⁵⁵	mãi⁵⁵			m ãi ⁵⁵
2194	m i ³³	198	2388	name	NorthernSgaw	mi³³	m i ³³	mi³³			m i ³³
2481	m i.n ⁵³	198	2388	name	SouthernPao	min⁵³	m i n ⁵³	min⁵³			m i.n ⁵³
2763	m ɛĩ ³¹	198	2388	name	SouthernPwo	mɛĩ³¹̈	m ɛĩ ³¹	mɛĩ ³¹ ̈			m ɛĩ ³¹
3063	m i ³³	198	2388	name	SouthernSgaw	mi³³	m i ³³	mi³³			m i ³³
3331	m i ³³	198	2388	name	WesternBwe	-_mi³³	m i ³³	- mi³³			m i ³³
205	ʔ.j ɛ.n ᴮ/¹¹	199	2401	narrow	ProtoKaren	*Ɂjɛnᴮ	ʔ j ɛ n ¹¹	*Ɂjɛnᴮ			ʔ.j ɛ.n ¹¹
727	ʔ i ¹¹	199	2401	narrow	Kayah	Ɂi¹¹	ʔ i ¹¹	Ɂi¹¹			ʔ i ¹¹
1018	ʔ.j a.ŋ ¹¹	199	2401	narrow	Kayan	Ɂjaŋ¹¹	ʔ j a ŋ ¹¹	Ɂjaŋ¹¹			ʔ.j a.ŋ ¹¹
1322	ʔ i ¹¹	199	2401	narrow	Kayaw	-_Ɂi¹¹	ʔ i ¹¹	- Ɂi¹¹			ʔ i ¹¹
1617	ʔ ɛ.n ⁵⁵	199	2401	narrow	NorthernPao	Ɂɛn⁵⁵	ʔ ɛ n ⁵⁵	Ɂɛn⁵⁵			ʔ ɛ.n ⁵⁵
1902	ʔ ãi ³³	199	2401	narrow	NorthernPwo	Ɂãi³³	ʔ ãi ³³	Ɂãi³³			ʔ ãi ³³
2195	ʔ ĩ ³¹	199	2401	narrow	NorthernSgaw	Ɂi³¹῀	ʔ ĩ ³¹	Ɂi³¹῀			ʔ ĩ ³¹
2482	ʔ ɛ.n ³³	199	2401	narrow	SouthernPao	Ɂɛn³³_~_Ɂɛm³³	ʔ ɛ n ³³	Ɂɛn³³ ~ Ɂɛm³³			ʔ ɛ.n ³³
2764	ʔ ãi ⁵⁵	199	2401	narrow	SouthernPwo	Ɂãi⁵⁵	ʔ ãi ⁵⁵	Ɂãi⁵⁵			ʔ ãi ⁵⁵
3064	ʔ i ⁴⁵	199	2401	narrow	SouthernSgaw	Ɂi⁴⁵’	ʔ i ⁴⁵	Ɂi⁴⁵’			ʔ i ⁴⁵
206	ˀd e ᴬ/⁵⁵	200	2413	navel, umbilical cord	ProtoKaren	*Ɂdeᴬ	ˀd e ⁵⁵	*Ɂdeᴬ	navel		ˀd e ⁵⁵
728	d i ³³	200	2413	navel, umbilical cord	Kayah	di³³	d i ³³	di³³	navel		d i ³³
1019	d ai ⁵³	200	2413	navel, umbilical cord	Kayan	dai⁵³	d ai ⁵³	dai⁵³	navel		d ai ⁵³
1323	d i ³³	200	2413	navel, umbilical cord	Kayaw	di³³	d i ³³	di³³	navel		d i ³³
1618	p a.ʔ ⁴⁵ + d e ɦ.³¹	200	2414 2413	navel, umbilical cord	NorthernPao	paɁ⁴⁵de³¹̈	p a ʔ ⁴⁵ + d e ɦ ³¹	paɁ⁴⁵de³¹ ̈	wasp navel	H	p a.ʔ ⁴⁵ + d e ɦ.³¹
1903	d i ⁵⁵	200	2413	navel, umbilical cord	NorthernPwo	di⁵⁵	d i ⁵⁵	di⁵⁵	navel		d i ⁵⁵
2196	d e ³³	200	2413	navel, umbilical cord	NorthernSgaw	de³³	d e ³³	de³³	navel		d e ³³
2483	d e ɦ.³¹	200	2413	navel, umbilical cord	SouthernPao	de³¹̈	d e ɦ ³¹	de³¹ ̈	navel		d e ɦ.³¹
2765	d i ɦ.³¹	200	2413	navel, umbilical cord	SouthernPwo	di³¹̈	d i ɦ ³¹	di³¹ ̈	navel		d i ɦ.³¹
3065	d e ⁵⁵	200	2413	navel, umbilical cord	SouthernSgaw	de⁵⁵	d e ⁵⁵	de⁵⁵	navel		d e ⁵⁵
3332	ɗ i ⁵⁵ + m ʊ ⁵⁵	200	2413 2415	navel, umbilical cord	WesternBwe	-ɗi⁵⁵mʊ⁵⁵	ɗ i ⁵⁵ + m ʊ ⁵⁵	-ɗi⁵⁵mʊ⁵⁵	navel navel/mu		ɗ i ⁵⁵ + m ʊ ⁵⁵
207	ˀb ɔ ᴬ/⁵⁵ + b o.ʔ/ʔ̚ ²	201	2429 2	neck, cheek	ProtoKaren	*Ɂbɔᴬ_*boɁ²	ˀb ɔ ⁵⁵ + b o ʔ̚ ²	*Ɂbɔᴬ *boɁ²	neck ?		ˀb ɔ ⁵⁵ + b o.ʔ̚ ²
729	kʰ ɛ ³³ + b o ³³	201	2428 2429	neck, cheek	Kayah	khɛ³³bo³³	kʰ ɛ ³³ + b o ³³	khɛ³³bo³³	/kho neck		kʰ ɛ ³³ + b o ³³
1020	k a.ʔ ²¹ + b ɔ ⁵³	201	2428 2429	neck, cheek	Kayan	kaɁ²¹bɔ⁵³	k a ʔ ²¹ + b ɔ ⁵³	kaɁ²¹bɔ⁵³	/kho neck		k a.ʔ ²¹ + b ɔ ⁵³
1324	k o ³³ + b o ⁵⁵	201	2428 2429	neck, cheek	Kayaw	ko³³bo⁵⁵	k o ³³ + b o ⁵⁵	ko³³bo⁵⁵	/kho neck		k o ³³ + b o ⁵⁵
2197	kʰ ɔ.ʔ ⁴⁵ + b o ³³	201	2428 2429	neck, cheek	NorthernSgaw	khɔɁ⁴⁵bo³³	kʰ ɔ ʔ ⁴⁵ + b o ³³	khɔɁ⁴⁵bo³³	/kho neck		kʰ ɔ.ʔ ⁴⁵ + b o ³³
2766	kʰ o.ʔ ²¹ + b o ɦ.³¹	201	2428 2429	neck, cheek	SouthernPwo	khoɁ²¹bo³¹̈	kʰ o ʔ ²¹ + b o ɦ ³¹	khoɁ²¹bo³¹ ̈	/kho neck	H	kʰ o.ʔ ²¹ + b o ɦ.³¹
3333	ɓ ɔ ³³	201	2429	neck, cheek	WesternBwe	-ɓɔ³³	ɓ ɔ ³³	-ɓɔ³³	neck		ɓ ɔ ³³
208	s a.ɴ ᴬ/⁵⁵	202	2442	new	ProtoKaren	*saNᴬ	s a ɴ ⁵⁵	*saNᴬ		!borrowing	s a.ɴ ⁵⁵
730	s !e/ɛ ³³	202	2442	new	Kayah	se³³	s ɛ ³³	se³³		!borrowing	s ɛ ³³
1021	θ !ɨ/a.!Ø/ŋ ⁵³	202	2442	new	Kayan	θɨ⁵³	θ a ŋ ⁵³	θɨ⁵³		!borrowing	θ a.ŋ ⁵³
1325	s !a/ɔ ⁵⁵	202	2442	new	Kayaw	sa⁵⁵	s ɔ ⁵⁵	sa⁵⁵		!borrowing	s ɔ ⁵⁵
1619	s a.!Ø/n Ø/ɦ.³¹	202	2442	new	NorthernPao	sa³¹̈	s a n ɦ ³¹	sa³¹ ̈		!borrowing	s a.n ɦ.³¹
1904	s ɛ̃ ³⁵	202	2442	new	NorthernPwo	sɛ³̃⁵	s ɛ̃ ³⁵	sɛ³̃ ⁵		!borrowing	s ɛ̃ ³⁵
2198	s ɔ ³³	202	2442	new	NorthernSgaw	sɔ³³	s ɔ ³³	sɔ³³		!borrowing	s ɔ ³³
2767	θ ɔ̃ ⁵³	202	2442	new	SouthernPwo	θɔ̃⁵³	θ ɔ̃ ⁵³	θɔ̃⁵³		!borrowing	θ ɔ̃ ⁵³
3066	s ɔ ⁵⁵	202	2442	new	SouthernSgaw	sɔ⁵⁵	s ɔ ⁵⁵	sɔ⁵⁵		!borrowing	s ɔ ⁵⁵
3334	θ !ɛ/a ⁵⁵	202	2442	new	WesternBwe	θɛ⁵⁵	θ a ⁵⁵	θɛ⁵⁵		!borrowing	θ a ⁵⁵
1022	kʰ.w i ⁵³	203	2454	nine	Kayan	khwi⁵³	kʰ w i ⁵³	khwi⁵³			kʰ.w i ⁵³
1326	s ɔ ³³ + !kʰ/kʰ.w i ⁵⁵	203	2455 2454	nine	Kayaw	sɔ³³khi⁵⁵	s ɔ ³³ + kʰ w i ⁵⁵	sɔ³³khi⁵⁵			s ɔ ³³ + kʰ.w i ⁵⁵
1620	k o t ⁴⁵	203	2456	nine	NorthernPao	kot⁴⁵	k o t ⁴⁵	kot⁴⁵			k o t ⁴⁵
